path,size_bytes,birth_epoch,birth_iso,modified_epoch,modified_iso
/Users/lech/PROJECTS_all/PROJECT_elements/PROJECT_MAP.md,3008,1768982980,2026-01-21T05:09:40,1768982980,2026-01-21T05:09:40
/Users/lech/PROJECTS_all/PROJECT_elements/oklch_insights.json,4013,1768932959,2026-01-20T15:15:59,1768932959,2026-01-20T15:15:59
/Users/lech/PROJECTS_all/PROJECT_elements/sync_to_cloud.sh,860,1768984787,2026-01-21T05:39:47,1768984787,2026-01-21T05:39:47
/Users/lech/PROJECTS_all/PROJECT_elements/role_validation_report_2.5.json,3731,1768946570,2026-01-20T19:02:50,1768946570,2026-01-20T19:02:50
/Users/lech/PROJECTS_all/PROJECT_elements/Dockerfile,1369,1768980571,2026-01-21T04:29:31,1768981738,2026-01-21T04:48:58
/Users/lech/PROJECTS_all/PROJECT_elements/plan_validation_v3.json,3851,1768948538,2026-01-20T19:35:38,1768948538,2026-01-20T19:35:38
/Users/lech/PROJECTS_all/PROJECT_elements/cloud-entrypoint.sh,704,1768980574,2026-01-21T04:29:34,1768980574,2026-01-21T04:29:34
/Users/lech/PROJECTS_all/PROJECT_elements/validated_theory.md,270,1768974545,2026-01-21T02:49:05,1768974545,2026-01-21T02:49:05
/Users/lech/PROJECTS_all/PROJECT_elements/plan_validation_v2.json,4839,1768948284,2026-01-20T19:31:24,1768948284,2026-01-20T19:31:24
/Users/lech/PROJECTS_all/PROJECT_elements/validated_pipeline.md,2716,1768976102,2026-01-21T03:15:02,1768976274,2026-01-21T03:17:54
/Users/lech/PROJECTS_all/PROJECT_elements/README.md,841,1768876101,2026-01-19T23:28:21,1768876101,2026-01-19T23:28:21
/Users/lech/PROJECTS_all/PROJECT_elements/orphans_report.md,17428,1768953709,2026-01-20T21:01:49,1768953709,2026-01-20T21:01:49
/Users/lech/PROJECTS_all/PROJECT_elements/role_validation_report.json,1799,1768946436,2026-01-20T19:00:36,1768946436,2026-01-20T19:00:36
